title,artist,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,has_win_award
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,-3,25,51,231,50,5,75,False
Swish Swish,Katy Perry,dance pop,2017,120,71,84,-5,10,57,243,2,4,73,False
Chained To The Rhythm,Katy Perry,dance pop,2017,190,80,45,-5,20,47,238,8,17,72,False
Cold (feat. Future),Maroon 5,pop,2017,100,72,69,-6,5,41,234,14,11,72,False
Love,Lana Del Rey,art pop,2017,99,37,53,-11,11,23,273,49,3,72,False
Reggaetón Lento (Remix),CNCO,boy band,2017,94,91,53,-3,10,62,189,15,9,71,False
All I Ask,Adele,british soul,2017,142,28,59,-5,15,34,272,88,3,71,False
First Time,Kygo,edm,2017,90,59,63,-7,10,68,194,20,11,71,False
The Cure,Lady Gaga,dance pop,2017,100,51,70,-5,9,52,211,8,3,71,False
"How Far I'll Go - From ""Moana""",Alessia Cara,canadian contemporary r&b,2017,181,54,31,-10,7,16,176,16,35,71,False
Bodak Yellow,Cardi B,pop,2017,125,72,93,-6,35,46,224,7,11,70,False
Rich Love (with Seeb),OneRepublic,dance pop,2017,105,87,40,-4,36,47,201,17,31,70,False
Tired,Alan Walker,electro house,2017,124,88,69,-4,15,49,192,4,6,70,False
Came Here for Love,Sigala,dance pop,2017,125,87,71,-3,12,72,203,3,4,70,False
24K Magic,Bruno Mars,pop,2017,107,80,82,-4,15,63,226,3,8,69,False
Strip That Down (feat. Quavo),Liam Payne,dance pop,2017,106,50,87,-5,8,55,202,20,5,69,False
Cut To The Feeling,Carly Rae Jepsen,canadian pop,2017,115,91,71,-3,30,65,208,1,6,69,False
OK - Spotify Version,Robin Schulz,dance pop,2017,122,81,65,-6,13,58,189,12,6,69,False
Bon appétit,Katy Perry,dance pop,2017,106,79,80,-6,22,52,228,13,6,68,False
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,art pop,2017,135,57,76,-9,20,14,261,2,13,67,False
Get Low (with Liam Payne),Zedd,complextro,2017,108,93,72,-4,5,54,205,3,5,66,False
Kissing Strangers,DNCE,dance pop,2017,120,74,77,-6,9,86,202,5,4,66,False
Slow Hands,Niall Horan,dance pop,2017,86,42,74,-7,6,85,188,1,5,64,False
Younger Now,Miley Cyrus,dance pop,2017,122,87,55,-5,14,33,249,0,6,62,False
Body Moves,DNCE,dance pop,2017,102,69,65,-5,4,86,236,0,4,62,False
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,2017,122,64,73,-7,8,53,158,2,4,59,False
Angel,Fifth Harmony,dance pop,2017,124,53,74,-6,35,13,189,0,4,59,False
Touch (feat. Kid Ink),Little Mix,dance pop,2017,102,75,64,-4,49,53,203,4,11,59,False
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,2017,100,82,70,-5,45,67,218,49,22,59,False
Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,2017,167,50,37,-9,20,21,180,6,12,59,False
No Vacancy (with Sebastián Yatra),OneRepublic,dance pop,2017,100,76,69,-4,14,59,223,8,4,57,False
Rich Boy,Galantis,big room,2017,110,90,74,-2,8,65,184,7,5,55,False
Lust for Life (with The Weeknd),Lana Del Rey,art pop,2017,100,67,51,-9,36,27,264,58,6,54,False
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,2017,115,83,70,-6,36,63,245,28,27,54,False
Influence,Tove Lo,dance pop,2017,105,59,77,-10,11,33,225,10,5,54,False
Remember I Told You,Nick Jonas,dance pop,2017,113,53,68,-6,4,84,202,14,28,53,False
Messin' Around,Pitbull,dance pop,2017,158,81,57,-5,4,78,223,2,5,51,False
Water Under the Bridge,Adele,british soul,2017,95,84,60,-7,11,47,240,2,7,49,False
Free Me,Sia,australian dance,2017,87,46,27,-4,14,21,286,85,3,44,False
Kissing Strangers - Remix,DNCE,dance pop,2017,120,77,76,-6,8,81,202,8,5,43,False
A L I E N S,Coldplay,permanent wave,2017,148,88,43,-5,21,25,282,0,4,41,False
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,True
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105,52,77,-4,13,39,217,18,3,85,True
I Like It,Cardi B,pop,2018,136,73,82,-4,37,65,253,10,13,85,True
New Rules,Dua Lipa,dance pop,2018,116,70,76,-6,15,61,209,0,7,84,True
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2018,122,81,87,-4,8,97,199,38,6,84,True
no tears left to cry,Ariana Grande,dance pop,2018,122,71,70,-6,29,35,206,4,6,84,True
IDGAF,Dua Lipa,dance pop,2018,97,54,84,-6,8,51,218,4,9,84,True
In My Blood,Shawn Mendes,canadian pop,2018,140,71,62,-7,13,49,211,6,7,83,True
Wolves,Selena Gomez,dance pop,2018,125,80,72,-5,20,31,198,12,4,83,False
Dusk Till Dawn - Radio Edit,ZAYN,dance pop,2018,180,44,26,-7,11,10,239,10,4,83,True
Attention,Charlie Puth,dance pop,2018,100,61,78,-5,13,80,209,11,5,83,True
Electricity (with Dua Lipa),Silk City,edm,2018,118,67,59,-6,34,51,238,1,5,82,False
Love On The Brain,Rihanna,barbadian pop,2018,172,64,51,-5,8,38,224,7,5,82,True
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2018,103,71,66,-4,8,74,175,3,5,82,True
Silence,Marshmello,brostep,2018,142,76,52,-3,17,29,181,26,9,82,True
Sorry Not Sorry,Demi Lovato,dance pop,2018,144,64,71,-7,26,89,204,2,23,81,True
Shallow - Radio Edit,Lady Gaga,dance pop,2018,96,33,57,-7,9,28,217,42,3,80,True
These Days,Rudimental,dance pop,2018,92,81,65,-4,17,55,211,19,5,80,False
What Lovers Do (feat. SZA),Maroon 5,pop,2018,110,60,80,-5,10,42,200,8,6,79,False
Finesse - Remix; feat. Cardi B,Bruno Mars,pop,2018,105,86,70,-5,2,93,217,2,10,78,False
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,2018,95,30,59,-7,12,36,260,78,3,78,False
Bad At Love,Halsey,dance pop,2018,118,75,68,-4,9,61,181,6,3,78,False
Him & I (with Halsey),G-Eazy,hip hop,2018,88,73,59,-6,31,19,269,5,9,78,False
Friends (with BloodPop®),Justin Bieber,canadian pop,2018,105,73,74,-5,30,62,189,0,4,77,False
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2018,98,67,67,-3,12,63,204,3,7,76,False
My My My!,Troye Sivan,dance pop,2018,103,46,70,-8,5,48,205,0,8,76,False
Capital Letters,Hailee Steinfeld,dance pop,2018,100,81,66,-6,5,46,219,3,8,76,False
Sick Boy,The Chainsmokers,electropop,2018,90,58,66,-8,12,45,193,11,5,76,False
Tequila,Dan + Shay,contemporary country,2018,86,59,47,-6,13,50,196,3,3,76,False
Look What You Made Me Do,Taylor Swift,pop,2018,128,71,77,-6,13,51,212,20,12,75,False
Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,100,60,53,-7,13,32,191,56,12,75,False
Bad Liar,Selena Gomez,dance pop,2018,121,41,97,-6,8,73,215,19,7,75,False
Anywhere,Rita Ora,dance pop,2018,107,80,63,-4,10,32,215,4,6,74,False
Say Something,Justin Timberlake,dance pop,2018,97,63,71,-7,8,37,279,10,8,74,False
Chun-Li,Nicki Minaj,dance pop,2018,129,73,69,-5,11,48,192,28,37,73,False
Sign of the Times,Harry Styles,dance pop,2018,120,57,52,-5,11,21,341,3,3,72,False
Familiar,Liam Payne,dance pop,2018,93,81,64,-5,8,91,197,2,33,72,False
Let Me,ZAYN,dance pop,2018,168,57,46,-6,10,19,185,24,5,72,False
Supernova,Ansel Elgort,dance pop,2018,140,62,77,-5,21,68,191,6,10,72,False
Nervous,Shawn Mendes,canadian pop,2018,122,62,84,-7,13,74,164,4,8,71,False
First Time,Kygo,edm,2018,90,59,63,-7,10,68,194,20,11,71,False
End Game,Taylor Swift,pop,2018,159,59,65,-6,11,15,245,1,6,70,False
Mi Gente (feat. Beyoncé),J Balvin,latin,2018,105,72,76,-6,23,47,210,2,8,68,False
Lemon,N.E.R.D,hip hop,2018,95,73,92,-7,12,20,220,0,9,68,False
For You (With Rita Ora),Liam Payne,dance pop,2018,113,80,54,-5,42,18,243,2,3,67,False
Want To,Dua Lipa,dance pop,2018,92,69,57,-5,6,32,212,8,12,67,False
What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,2018,104,79,63,-4,16,41,220,5,6,67,False
Wait,Maroon 5,pop,2018,126,60,66,-5,11,45,191,10,6,67,False
What About Us,P!nk,dance pop,2018,114,59,39,-6,9,19,272,3,6,66,False
Kissing Strangers,DNCE,dance pop,2018,120,74,77,-6,9,86,202,5,4,66,False
2U (feat. Justin Bieber),David Guetta,dance pop,2018,145,61,53,-7,23,53,195,23,6,65,False
Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,2018,82,44,48,-10,64,62,304,81,24,65,False
This Town,Niall Horan,dance pop,2018,112,41,68,-8,12,20,233,70,3,64,False
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,2018,94,69,73,-4,10,42,221,2,5,64,False
MOVE TO MIAMI,Enrique Iglesias,dance pop,2018,100,87,76,-4,7,90,169,3,5,64,False
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,2018,100,64,75,-5,11,45,186,25,9,64,False
Filthy,Justin Timberlake,dance pop,2018,97,58,75,-6,25,65,294,4,14,62,False
Never Be the Same - Radio Edit,Camila Cabello,dance pop,2018,130,69,63,-4,12,25,227,16,9,57,False
Ferrari,Bebe Rexha,dance pop,2018,77,48,58,-6,10,42,213,2,3,57,False
Supplies,Justin Timberlake,dance pop,2018,120,55,79,-7,13,23,226,1,5,57,False
Boom Boom,RedOne,moroccan pop,2018,110,76,75,-8,20,58,248,0,5,53,False
...Ready For It? - BloodPop® Remix,Taylor Swift,pop,2018,160,84,58,-5,10,50,190,13,22,52,False
Drip (feat. Migos),Cardi B,pop,2018,130,59,97,-8,8,27,264,5,26,45,False
Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,2018,102,77,58,-5,9,76,182,5,8,44,False
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,True
Lose You To Love Me,Selena Gomez,dance pop,2019,102,34,51,-9,21,9,206,58,4,97,False
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,True
Señorita,Shawn Mendes,canadian pop,2019,117,54,76,-6,9,75,191,4,3,95,True
How Do You Sleep?,Sam Smith,pop,2019,111,68,48,-5,8,35,202,15,9,93,True
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,2019,98,62,86,-6,9,67,204,15,8,92,True
Trampoline (with ZAYN),SHAED,electropop,2019,127,46,62,-6,14,50,184,56,3,92,True
Happier,Marshmello,brostep,2019,100,79,69,-3,17,67,214,19,5,90,True
Truth Hurts,Lizzo,escape room,2019,158,62,72,-3,12,41,173,11,11,90,True
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2019,96,89,67,-3,74,48,159,30,6,90,True
Higher Love,Kygo,edm,2019,104,68,69,-7,10,40,228,2,3,88,True
Only Human,Jonas Brothers,boy band,2019,94,50,80,-6,6,87,183,11,7,87,True
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,True
Sucker,Jonas Brothers,boy band,2019,138,73,84,-5,11,95,181,4,6,86,True
Don't Call Me Up,Mabel,dance pop,2019,99,88,67,-3,8,23,178,30,15,86,True
I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,True
Talk (feat. Disclosure),Khalid,alternative r&b,2019,136,40,90,-9,6,35,198,5,13,84,True
Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,2019,122,89,81,-4,8,61,229,2,4,84,True
Takeaway,The Chainsmokers,electropop,2019,100,51,53,-8,10,35,210,13,3,83,True
All Around The World (La La La),R3HAB,big room,2019,125,86,73,-5,11,52,148,48,3,82,True
Girls Like You (feat. Cardi B),Maroon 5,pop,2019,125,54,85,-7,13,45,236,57,5,81,True
Call You Mine,The Chainsmokers,electropop,2019,104,70,59,-6,34,52,218,20,3,81,True
No Guidance (feat. Drake),Chris Brown,dance pop,2019,93,45,70,-7,16,14,261,12,15,81,False
Antisocial (with Travis Scott),Ed Sheeran,pop,2019,152,82,72,-5,36,91,162,13,5,78,False
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,2019,96,80,84,-4,6,62,213,16,23,77,False
Con Calma - Remix,Daddy Yankee,latin,2019,94,87,74,-3,4,61,181,17,5,76,False
Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,2019,104,66,61,-7,20,16,176,1,3,75,False
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,95,79,75,-6,7,61,206,21,12,75,False
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,2019,136,76,53,-5,9,65,260,7,34,70,False
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2019,114,79,60,-6,42,24,217,1,7,69,False
Kills You Slowly,The Chainsmokers,electropop,2019,150,44,70,-9,13,23,213,6,6,67,False
